mechanism,het,info,concentration,n,outcome_from,rho,platform,coef_spread,miss,n_pat,cov30,eff_pat,prev,mean_impute,mean_indicator,tuned_impute,tuned_indicator,safe_adaptive,safe_oracle,delta_vs_tuned_ind,p_vs_tuned_ind,wins,n_folds,kappa_median
MAR,0.0,1.5,0.1,1000,pattern,,Linux-x86_64,3.301178774783864e-15,0.1161875,197,0.0,150.21272667168074,0.098,0.6745455590154553,0.6659023967256501,0.6758795071317809,0.6619370257737621,0.6621927340644633,0.6725331803597305,0.00025570829070110435,0.29542405582364173,11,25,1000.0
MAR,0.0,1.5,0.1,4000,pattern,,Linux-x86_64,1.381327777855157e-15,0.11921875,215,0.3665,161.16511830275894,0.10025,0.46956013645699635,0.4654346206964957,0.4693852490286221,0.46537589702027504,0.4802353856539793,0.4849150168908085,0.014859488633704227,0.0005564093589782715,19,25,300.0
MAR,0.5,0.0,0.9,1000,pattern,,Linux-x86_64,0.45984597364394797,0.1224375,12,0.943,2.973572115717008,0.099,0.7385579676615371,0.7436029487205701,0.736382656807759,0.7355662307270733,0.7356868357588214,0.7444783701534642,0.00012060503174837089,0.7563688628810696,10,25,1000.0
MAR,0.5,0.0,0.9,4000,pattern,,Linux-x86_64,0.4587795695510887,0.15184375,12,0.982,2.867321830264796,0.09825,0.5792856918515041,0.6021700671052365,0.5792216597335991,0.6027446225250216,0.6624881149481731,0.6670601576785932,0.05974349242315154,1.1920928955078125e-07,24,25,100.0
MAR,0.5,0.0,0.5,1000,pattern,,Linux-x86_64,0.4852803804949939,0.1178125,57,0.702,14.345958887345661,0.097,0.5436173610680709,0.5325533245286266,0.5396523418146841,0.5363696073697531,0.5573282777572622,0.5917126229383483,0.020958670387509155,0.09749059620220792,15,25,100.0
MAR,0.5,0.0,0.5,4000,pattern,,Linux-x86_64,0.4882427141148721,0.11584375,60,0.8565,13.95740703241044,0.106,0.7003315348786608,0.73389894557854,0.700103337937607,0.7345683763635354,0.780721309437358,0.7870931490252268,0.04615293307382263,2.980232238769531e-07,23,25,100.0
MAR,0.5,0.0,0.1,1000,pattern,,Linux-x86_64,0.5034441404336315,0.1161875,197,0.0,150.21272667168074,0.096,0.6441768002399718,0.6273534500770265,0.6444684495701983,0.6330975760454526,0.6157741076046742,0.6467513900910725,-0.017323468440778336,0.01306396083306817,3,25,300.0
MAR,0.5,0.0,0.1,4000,pattern,,Linux-x86_64,0.4899116848170214,0.11921875,215,0.3665,161.16511830275894,0.10025,0.42960417369964,0.42383622406054866,0.4293556127435922,0.4236071989931867,0.4439234278898564,0.44955239455947144,0.02031622889666969,5.245208740234375e-06,21,25,300.0
MAR,0.5,1.5,0.9,1000,pattern,,Linux-x86_64,0.45984597364394797,0.1224375,12,0.943,2.973572115717008,0.099,0.7103021585265321,0.7094653624820983,0.7084632301804681,0.7071681562987159,0.7131671359572251,0.722984719730106,0.005998979658509099,0.07648946089689826,16,25,300.0
MAR,0.5,1.5,0.9,4000,pattern,,Linux-x86_64,0.4587795695510887,0.15184375,12,0.982,2.867321830264796,0.09725,0.5610391416315378,0.6338361045076065,0.5612233885526685,0.6341844440446898,0.6889073041465968,0.6930841283967072,0.05472286010190723,5.960464477539063e-08,25,25,100.0
MAR,0.5,1.5,0.5,1000,pattern,,Linux-x86_64,0.4852803804949939,0.1178125,57,0.702,14.345958887345661,0.094,0.559411378389814,0.5580410931004525,0.5545173814826668,0.547534986537659,0.5862395365254313,0.6139475043151374,0.03870454998777244,0.014722049236297607,18,25,100.0
MAR,0.5,1.5,0.5,4000,pattern,,Linux-x86_64,0.4882427141148721,0.11584375,60,0.8565,13.95740703241044,0.10625,0.7006795725911131,0.7434978370481253,0.7006913449782224,0.7459424633859969,0.7734570509025822,0.7797425216712661,0.02751458751658541,6.556510925292969e-06,23,25,300.0
MAR,0.5,1.5,0.1,1000,pattern,,Linux-x86_64,0.5034441404336315,0.1161875,197,0.0,150.21272667168074,0.101,0.5751034678926531,0.5713681422813951,0.5714311834109285,0.5707990366887856,0.5654430650008877,0.5860974895025918,-0.005355971687898004,0.4650985871802594,12,25,300.0
MAR,0.5,1.5,0.1,4000,pattern,,Linux-x86_64,0.4899116848170214,0.11921875,215,0.3665,161.16511830275894,0.102,0.38366389947881724,0.3828340566963337,0.38331122078450564,0.3828025522905565,0.3945309196633405,0.3995182278084475,0.011728367372784132,0.002234577508303178,20,25,300.0
MAR,1.5,0.0,0.9,1000,pattern,,Linux-x86_64,1.3795379209318437,0.1224375,12,0.943,2.973572115717008,0.096,0.7516837353468522,0.7564802879998344,0.7508610456619127,0.7533076686758224,0.7575172845250405,0.7646447688724451,0.00420961584921836,0.07683082485338033,14,25,1000.0
MAR,1.5,0.0,0.9,4000,pattern,,Linux-x86_64,1.376338708653266,0.15184375,12,0.982,2.867321830264796,0.096,0.32448162522369417,0.3680387873938294,0.32414773481449344,0.36264683005186027,0.6697816091352442,0.6729962125849615,0.3071347790833838,5.960464477539063e-08,25,25,0.0
MAR,1.5,0.0,0.5,1000,pattern,,Linux-x86_64,1.4558411414849817,0.1178125,57,0.702,14.345958887345661,0.094,0.3672796027274143,0.4233904918424308,0.38367614626995256,0.42492863264080116,0.48314231484810605,0.5055746489930151,0.058213682207304975,2.664327621459961e-05,21,25,100.0
MAR,1.5,0.0,0.5,4000,pattern,,Linux-x86_64,1.4647281423446161,0.11584375,60,0.8565,13.95740703241044,0.10275,0.41315902396242116,0.5098812976504457,0.4133302268783581,0.5232138011253755,0.6607086783324096,0.6655207585643182,0.13749487720703427,5.960464477539063e-08,25,25,100.0
MAR,1.5,0.0,0.1,1000,pattern,,Linux-x86_64,1.5103324213008946,0.1161875,197,0.0,150.21272667168074,0.096,0.35747347715975325,0.3424689184728054,0.362340081315538,0.3458650520736963,0.3246945874551335,0.3562163364067013,-0.021170464618562857,0.01306396083306817,4,25,1000.0
MAR,1.5,0.0,0.1,4000,pattern,,Linux-x86_64,1.4697350544510643,0.11921875,215,0.3665,161.16511830275894,0.10275,0.22586764222429614,0.21642577393564413,0.22757018385128577,0.21722848198665382,0.22110753676514144,0.2321164980584675,0.0038790547784876674,0.16449612379074097,19,25,300.0
MAR,1.5,1.5,0.9,1000,pattern,,Linux-x86_64,1.3795379209318437,0.1224375,12,0.943,2.973572115717008,0.098,0.7388863029065699,0.7292059871157687,0.7320681382904715,0.7367325582705928,0.7437844519240816,0.7541242160380486,0.007051893653488892,0.10731470584869385,18,25,300.0
MAR,1.5,1.5,0.9,4000,pattern,,Linux-x86_64,1.376338708653266,0.15184375,12,0.982,2.867321830264796,0.09675,0.3509030416597082,0.39867120373207465,0.35093477067088474,0.3968933293494263,0.6725829513892266,0.6777084092869727,0.27568962203980035,5.960464477539063e-08,25,25,0.0
MAR,1.5,1.5,0.5,1000,pattern,,Linux-x86_64,1.4558411414849817,0.1178125,57,0.702,14.345958887345661,0.098,0.38859483444034254,0.4357041502932053,0.41293252689087195,0.4480495439853678,0.5001160877622219,0.5249159501560449,0.05206654377685404,0.0008081197738647461,20,25,30.0
MAR,1.5,1.5,0.5,4000,pattern,,Linux-x86_64,1.4647281423446161,0.11584375,60,0.8565,13.95740703241044,0.10475,0.41488708587554685,0.5337071781788287,0.41490129951758076,0.5471442303929909,0.6783210287844337,0.6881364377619177,0.1311767983914427,5.960464477539063e-08,25,25,100.0
MAR,1.5,1.5,0.1,1000,pattern,,Linux-x86_64,1.5103324213008946,0.1161875,197,0.0,150.21272667168074,0.096,0.36098742504505177,0.3452209868477628,0.36151007064631285,0.3467020288535307,0.3313199992428833,0.3595989659808046,-0.0153820296106474,0.1095109374886408,4,25,1000000000.0
MAR,1.5,1.5,0.1,4000,pattern,,Linux-x86_64,1.4697350544510643,0.11921875,215,0.3665,161.16511830275894,0.10175,0.20189951072400075,0.19665764899030297,0.20234418264228174,0.19579731724934324,0.20031706537408067,0.20826932929024064,0.0045197481247374474,0.1219318822525683,13,25,1000.0
