cohort,feature_set,subsample_n,pattern_size,ancestor_size,n_shared,mean_abs_diff
prostate,full,40000,79,76,76,0.009859718666087827
prostate,full,40000,79,65,65,0.01367226374458416
prostate,full,40000,79,75,75,0.01402759097649271
prostate,full,40000,79,74,74,0.024763990817354784
prostate,full,40000,79,43,43,0.029865496695375884
prostate,full,40000,79,43,43,0.021858358268163004
prostate,full,40000,79,43,43,0.018889310654733753
prostate,full,40000,79,30,30,0.045233167546362356
prostate,full,40000,79,44,44,0.020889610472004203
prostate,full,40000,79,43,43,0.022267304426668452
prostate,full,40000,79,44,44,0.02051846369637727
prostate,full,40000,79,43,43,0.022743364577621297
prostate,full,40000,79,77,77,0.015083771310287127
prostate,full,40000,79,65,65,0.16262522313444605
prostate,full,40000,79,43,43,0.025952751229178058
prostate,full,40000,79,44,44,0.3083595984236767
prostate,full,40000,79,43,43,0.31846827474315187
prostate,full,40000,79,77,77,0.10326035963012578
prostate,full,40000,79,76,76,0.012086784315791441
prostate,full,40000,79,76,76,0.09951601556291406
prostate,full,40000,79,75,75,0.042937843407706386
prostate,full,40000,79,73,73,0.03161631154673675
prostate,full,40000,79,70,70,0.09717849945249114
prostate,full,40000,79,59,59,0.12012003465088522
prostate,full,40000,79,78,78,0.0751142031326675
prostate,full,40000,79,76,76,0.017191326138984112
prostate,full,40000,79,74,74,0.06664630233952105
prostate,full,40000,79,73,73,0.039239684166051225
prostate,full,40000,79,70,70,0.10270083395097233
prostate,full,40000,79,75,75,0.012225886036348695
prostate,full,40000,79,73,73,0.02486544786893573
prostate,full,40000,79,72,72,0.04957964451703608
prostate,full,40000,79,65,65,0.09065925712179293
prostate,full,40000,79,59,59,0.11944917599190946
prostate,full,40000,79,78,78,0.19844225130664803
prostate,full,40000,79,78,78,0.2489392884095711
prostate,full,40000,79,78,78,0.13895772811663656
prostate,full,40000,79,73,73,0.17588112369415101
prostate,full,40000,79,78,78,0.06677450040419353
prostate,full,40000,79,78,78,0.005607362040778602
prostate,full,40000,79,77,77,0.011310670759450558
prostate,full,40000,79,77,77,0.03471279887367262
prostate,full,40000,79,76,76,0.012404766065684938
prostate,full,40000,79,44,44,0.022125603525682484
prostate,full,40000,79,43,43,0.025910668426030622
prostate,full,40000,79,44,44,0.021387823288538794
prostate,full,40000,79,43,43,0.023971434985678903
prostate,full,40000,79,30,30,0.03818413039430475
prostate,full,40000,79,78,78,0.12048143956564428
prostate,full,40000,79,73,73,0.04980114429546589
prostate,full,40000,79,59,59,0.027876980631865063
prostate,full,40000,79,78,78,0.09640153587514604
prostate,full,40000,79,78,78,0.060113934587453545
prostate,full,40000,79,30,30,0.17824930470704267
prostate,full,40000,79,78,78,0.17263954022519462
prostate,full,40000,79,60,60,0.08915655486251321
prostate,full,40000,79,56,56,0.1695112796488327
prostate,full,40000,79,30,30,0.06103470488546334
prostate,full,40000,79,78,78,0.0014865695340103245
prostate,full,40000,79,78,78,0.00591461185235645
prostate,full,40000,79,78,78,0.019267435801928398
prostate,full,40000,79,76,76,0.01326390247308442
prostate,full,40000,79,76,76,0.04074868823899914
prostate,full,40000,79,74,74,0.07659082071986682
prostate,full,40000,79,30,30,0.03849706138275948
prostate,full,40000,79,30,30,0.06271238025174988
prostate,full,40000,79,73,73,0.0115415692992393
prostate,full,40000,79,73,73,0.005569105509995194
prostate,full,40000,79,75,75,0.12366124613940106
prostate,full,40000,79,59,59,0.03628717441919725
prostate,full,40000,80,79,79,0.15341567499969877
prostate,full,40000,80,76,76,0.11592017646806896
prostate,full,40000,80,30,30,0.06131261494193195
prostate,full,40000,80,79,79,0.04608134159513103
prostate,full,40000,80,79,79,0.09168895267370152
prostate,full,40000,80,78,78,0.04193860186658069
